CustomerID,Gender,Age,Country,TenureMonths,ContractType,PaymentMethod,InternetService,HasPhoneService,AddonStreaming,MonthlyCharges,TotalCharges,SupportTicketsLast6M,IsActiveAppUser,SatisfactionScore,Churn,ChurnReason
C0498,Male,51,Sweden,68,Two year,Electronic invoice,DSL,Yes,Yes,72.8,4941.68,5,Yes,4,0,
C0499,Other,41,Sweden,54,One year,Bank transfer,Fiber,Yes,No,85.32,4608.87,1,Yes,4,1,Other
C0500,Other,49,Norway,9,Month-to-month,Credit card,Fiber,Yes,No,86.93,789.13,2,Yes,4,0,
C0501,Female,18,Germany,95,Month-to-month,Credit card,DSL,Yes,No,26.56,2528.67,0,No,5,1,Moving
C0502,Female,25,Finland,41,Two year,Credit card,DSL,Yes,Yes,38.16,1515.41,1,Yes,5,0,
C0503,Male,62,Norway,40,Two year,Electronic invoice,DSL,Yes,No,26.19,1032.49,0,Yes,5,0,
C0504,Female,40,Denmark,76,Two year,Credit card,Fiber,Yes,Yes,71.64,5458.96,1,Yes,4,0,
C0505,Female,64,Sweden,102,Month-to-month,Bank transfer,Fiber,Yes,Yes,91.06,9320.99,0,Yes,5,0,
C0506,Male,57,Finland,68,One year,Direct debit,Mobile,Yes,Yes,35.33,2394.37,2,No,5,1,Other
C0507,Female,29,Sweden,9,Two year,Credit card,DSL,Yes,Yes,55.32,489.9,2,No,4,0,
C0508,Female,71,Finland,9,One year,Credit card,DSL,Yes,Yes,42.42,380.0,0,No,5,0,
C0509,Female,29,Germany,101,Two year,Credit card,Fiber,Yes,Yes,95.97,9727.46,0,Yes,4,0,
C0510,Female,63,Finland,90,Two year,Bank transfer,Mobile,Yes,Yes,25.96,2337.47,4,Yes,4,0,
C0511,Female,64,Sweden,59,Two year,Credit card,DSL,No,No,28.92,1661.45,0,Yes,5,0,
C0512,Male,32,Sweden,50,One year,Credit card,Fiber,No,No,55.74,2822.75,3,No,4,1,Moving
C0513,Female,58,Germany,20,Month-to-month,Electronic invoice,Fiber,Yes,No,48.27,979.23,2,Yes,4,1,Competitor
C0514,Female,36,Finland,7,Month-to-month,Credit card,DSL,Yes,Yes,47.89,309.37,3,Yes,4,1,Moving
C0515,Male,43,Finland,64,Two year,Direct debit,Fiber,Yes,No,58.87,3757.46,0,Yes,5,0,
C0516,Male,69,Finland,91,Month-to-month,Direct debit,DSL,Yes,No,54.1,4907.19,3,Yes,4,1,Competitor
C0517,Male,46,Finland,112,Month-to-month,Bank transfer,Mobile,Yes,Yes,46.23,5173.58,0,Yes,5,0,
C0518,Female,39,Finland,102,One year,Bank transfer,Fiber,Yes,No,69.59,7127.92,4,No,4,1,Other
C0519,Other,57,Norway,77,Month-to-month,Credit card,Fiber,Yes,No,97.91,7501.73,1,No,4,0,
C0520,Male,38,Finland,84,Two year,Direct debit,Fiber,Yes,No,78.26,6566.97,0,Yes,5,1,Other
C0521,Female,68,Finland,29,Two year,Direct debit,Fiber,Yes,No,78.22,2270.6,0,Yes,4,0,
C0522,Male,55,Denmark,84,One year,Direct debit,Fiber,Yes,No,67.31,5652.65,1,Yes,4,0,
C0523,Other,37,Sweden,48,One year,Credit card,DSL,Yes,No,44.32,2111.43,3,No,4,1,Moving
C0524,Female,74,Sweden,8,Two year,Electronic invoice,Fiber,Yes,Yes,59.84,502.52,5,No,3,0,
C0525,Female,46,Finland,16,Month-to-month,Credit card,DSL,Yes,Yes,65.6,1046.42,2,No,4,0,
C0526,Male,68,Germany,68,Two year,Bank transfer,Fiber,Yes,No,81.66,5547.14,2,Yes,4,0,
C0527,Male,21,Finland,57,Two year,Bank transfer,DSL,No,Yes,38.87,2222.51,1,No,5,0,
C0528,Male,72,Germany,56,One year,Credit card,Fiber,Yes,Yes,43.84,2449.43,3,No,4,0,
C0529,Male,24,Denmark,61,One year,Bank transfer,DSL,Yes,Yes,31.39,1903.72,4,No,4,0,
C0530,Female,45,Finland,94,Two year,Direct debit,Mobile,Yes,No,21.88,2038.21,2,Yes,5,0,
C0531,Female,45,Germany,51,Month-to-month,Electronic invoice,Fiber,Yes,Yes,75.26,3882.06,2,No,4,0,
C0532,Other,21,Finland,60,One year,Electronic invoice,Fiber,Yes,Yes,63.99,3855.26,1,No,4,0,
C0533,Other,39,Finland,39,One year,Bank transfer,Mobile,Yes,No,26.64,1031.31,4,Yes,4,1,Competitor
C0534,Female,29,Denmark,37,Month-to-month,Direct debit,Fiber,Yes,No,68.88,2573.99,3,Yes,4,0,
C0535,Female,62,Denmark,42,Two year,Credit card,None,Yes,Yes,38.38,1622.43,1,No,5,0,
C0536,Female,20,Norway,62,Two year,Bank transfer,DSL,No,No,27.52,1707.01,2,No,5,1,Moving
C0537,Female,39,Finland,18,One year,Credit card,Fiber,Yes,No,66.47,1175.88,0,No,4,1,Other
C0538,Male,61,Sweden,99,Month-to-month,Bank transfer,Fiber,Yes,No,82.65,8165.79,0,Yes,5,0,
C0539,Male,19,Denmark,49,Month-to-month,Bank transfer,Mobile,Yes,Yes,45.7,2258.67,2,No,4,1,Other
C0540,Male,41,Finland,32,Two year,Bank transfer,DSL,Yes,No,36.55,1184.64,1,Yes,5,0,
C0541,Female,51,Finland,12,Month-to-month,Direct debit,Mobile,Yes,No,34.7,388.94,1,No,5,0,
C0542,Female,44,Finland,77,Two year,Electronic invoice,Fiber,Yes,Yes,58.63,4506.36,3,Yes,4,1,Competitor
C0543,Male,72,Finland,119,One year,Bank transfer,Mobile,No,Yes,40.16,4792.64,0,Yes,5,0,
C0544,Female,58,Germany,96,Two year,Electronic invoice,Fiber,Yes,Yes,74.25,7150.25,3,Yes,4,0,
C0545,Female,18,Sweden,61,One year,Direct debit,DSL,No,No,42.87,2625.36,3,No,4,0,
C0546,Male,25,Germany,92,One year,Bank transfer,Mobile,Yes,Yes,53.32,4896.31,0,Yes,5,1,Competitor
C0547,Male,40,Sweden,42,Month-to-month,Direct debit,Mobile,No,No,40.88,1721.68,3,No,4,1,Other
C0548,Female,55,Denmark,48,One year,Credit card,Fiber,Yes,Yes,61.31,2938.66,4,Yes,4,0,
C0549,Female,23,Finland,35,One year,Electronic invoice,DSL,Yes,No,51.19,1799.29,3,Yes,4,1,Other
C0550,Female,39,Sweden,107,Two year,Direct debit,DSL,Yes,No,30.24,3265.24,2,Yes,5,0,
C0551,Female,42,Finland,9,One year,Electronic invoice,Fiber,Yes,Yes,56.49,492.77,4,Yes,4,0,
C0552,Female,35,Finland,94,Two year,Direct debit,DSL,Yes,No,33.99,3200.68,2,Yes,5,0,
C0553,Female,34,Sweden,5,One year,Electronic invoice,Fiber,Yes,Yes,64.33,319.72,1,No,4,0,
C0554,Female,78,Germany,56,Month-to-month,Direct debit,Fiber,Yes,Yes,71.72,4011.06,2,Yes,4,1,Competitor
C0555,Female,29,Norway,0,Month-to-month,Bank transfer,Mobile,Yes,No,42.13,0.0,1,Yes,4,1,Moving
C0556,Male,23,Finland,70,One year,Credit card,DSL,Yes,Yes,61.81,4352.97,2,Yes,4,0,
C0557,Male,43,Finland,57,Two year,Bank transfer,Fiber,Yes,No,52.64,3012.07,1,Yes,5,0,
C0558,Male,44,Finland,90,One year,Bank transfer,Fiber,Yes,Yes,56.4,5066.42,0,Yes,5,0,
C0559,Female,25,Norway,20,Two year,Credit card,Fiber,Yes,Yes,71.36,1440.19,2,No,4,0,
C0560,Female,36,Denmark,91,One year,Electronic invoice,Fiber,Yes,No,54.15,4916.47,1,Yes,5,1,Moving
C0561,Female,77,Germany,79,Two year,Bank transfer,Fiber,Yes,No,44.06,3444.96,0,No,5,1,Competitor
C0562,Male,59,Finland,55,Two year,Electronic invoice,Fiber,Yes,Yes,90.84,4950.11,3,No,4,0,
C0563,Male,18,Sweden,109,Month-to-month,Electronic invoice,Mobile,Yes,No,33.75,3688.77,4,Yes,4,0,
C0564,Male,74,Sweden,86,One year,Direct debit,Fiber,Yes,Yes,97.86,8410.27,3,Yes,4,1,Competitor
C0565,Male,46,Norway,115,Two year,Electronic invoice,Mobile,No,No,22.68,2628.15,3,Yes,5,0,
C0566,Female,62,Norway,19,Month-to-month,Bank transfer,Mobile,Yes,Yes,52.09,997.45,2,Yes,4,0,
C0567,Male,66,Norway,101,One year,Electronic invoice,Mobile,Yes,Yes,60.32,6097.53,1,No,5,0,
C0568,Male,52,Norway,53,Two year,Bank transfer,DSL,Yes,No,48.62,2567.84,0,No,5,0,
C0569,Female,57,Finland,24,Month-to-month,Bank transfer,Fiber,No,Yes,78.91,1904.27,3,No,4,0,
C0570,Male,31,Denmark,27,Two year,Bank transfer,Fiber,Yes,Yes,46.59,1288.97,0,No,5,0,
C0571,Female,52,Finland,4,Month-to-month,Bank transfer,DSL,Yes,Yes,49.28,156.73,2,Yes,4,0,
C0572,Female,65,Norway,119,Month-to-month,Direct debit,Fiber,Yes,No,77.3,9195.7,3,No,4,0,
C0573,Male,62,Sweden,20,Month-to-month,Bank transfer,DSL,Yes,No,43.85,903.9,0,No,5,0,
C0574,Female,37,Sweden,17,Month-to-month,Bank transfer,Fiber,Yes,No,65.33,1087.7,2,No,4,0,
C0575,Female,73,Germany,46,Two year,Electronic invoice,Fiber,Yes,No,49.67,2287.49,2,No,4,1,Competitor
C0576,Female,66,Germany,69,Month-to-month,Direct debit,Fiber,Yes,No,43.74,3004.39,0,No,5,1,Other
C0577,Male,30,Denmark,56,Two year,Bank transfer,None,No,No,30.14,1682.49,2,Yes,5,0,
C0578,Female,78,Sweden,92,One year,Direct debit,Fiber,Yes,Yes,105.44,9665.02,4,Yes,4,0,
C0579,Female,55,Denmark,18,Month-to-month,Direct debit,Fiber,Yes,No,73.83,1348.63,0,No,4,1,Moving
C0580,Male,66,Sweden,96,One year,Electronic invoice,Fiber,Yes,Yes,87.92,8443.33,1,Yes,4,0,
C0581,Male,63,Germany,64,One year,Bank transfer,Mobile,Yes,Yes,39.94,2527.27,1,No,5,0,
C0582,Other,66,Sweden,108,One year,Credit card,Fiber,No,No,59.53,6437.61,0,Yes,5,0,
C0583,Female,79,Germany,2,Month-to-month,Bank transfer,Fiber,No,No,67.66,139.48,1,Yes,4,1,Competitor
C0584,Male,25,Germany,41,One year,Bank transfer,DSL,No,Yes,41.67,1694.69,1,Yes,5,0,
C0585,Female,60,Denmark,20,Month-to-month,Electronic invoice,Fiber,No,Yes,64.77,1334.76,2,No,4,1,Moving
C0586,Male,37,Finland,98,Month-to-month,Bank transfer,DSL,Yes,No,38.09,3743.14,4,Yes,4,0,
C0587,Male,77,Finland,104,Two year,Electronic invoice,Mobile,Yes,No,33.16,3474.44,1,No,5,1,Other
C0588,Male,50,Germany,39,One year,Bank transfer,Mobile,Yes,No,15.0,581.78,2,No,5,0,
C0589,Male,43,Finland,66,One year,Electronic invoice,Mobile,Yes,Yes,56.15,3673.4,0,Yes,5,0,
C0590,Male,56,Germany,24,Two year,Credit card,Mobile,No,No,52.19,1206.09,0,Yes,5,1,Other
C0591,Male,38,Sweden,108,One year,Electronic invoice,Fiber,Yes,Yes,61.62,6634.68,3,Yes,4,1,Competitor
C0592,Female,70,Sweden,101,Two year,Electronic invoice,Mobile,Yes,No,48.1,4885.06,1,Yes,5,1,Competitor
C0593,Male,66,Germany,108,One year,Electronic invoice,Fiber,No,No,69.07,7449.36,1,Yes,5,0,
C0594,Male,79,Norway,54,Month-to-month,Credit card,Fiber,Yes,Yes,77.24,4191.78,5,Yes,3,1,Competitor
C0595,Female,59,Norway,83,Two year,Credit card,DSL,No,Yes,42.29,3486.74,2,Yes,5,0,
C0596,Male,60,Norway,51,One year,Direct debit,DSL,Yes,No,51.67,2621.92,2,Yes,4,0,
C0597,Female,71,Sweden,43,Two year,Credit card,Fiber,Yes,No,72.04,3087.35,0,No,4,1,Competitor
C0598,Male,79,Denmark,108,Month-to-month,Credit card,Fiber,Yes,Yes,88.08,9517.14,0,No,5,1,Moving
C0599,Male,58,Finland,97,Two year,Credit card,DSL,Yes,No,44.86,4324.38,2,Yes,5,0,
C0600,Male,26,Germany,84,Two year,Bank transfer,Mobile,Yes,Yes,54.0,4520.11,0,No,5,0,
C0601,Male,41,Germany,55,Month-to-month,Bank transfer,DSL,Yes,No,51.41,2822.89,1,Yes,5,1,Competitor
C0602,Male,54,Finland,54,Two year,Credit card,DSL,No,Yes,45.97,2455.52,2,Yes,4,0,
C0603,Male,66,Denmark,111,One year,Credit card,Mobile,Yes,No,46.56,5132.97,3,Yes,4,0,
C0604,Male,58,Norway,86,Two year,Bank transfer,Fiber,Yes,Yes,66.16,5690.33,3,Yes,4,0,
C0605,Male,34,Finland,69,One year,Direct debit,Mobile,Yes,No,55.6,3809.85,4,Yes,4,0,
C0606,Male,41,Germany,114,Two year,Credit card,Fiber,No,No,73.3,8380.49,1,Yes,5,0,
C0607,Male,38,Finland,116,Month-to-month,Bank transfer,None,Yes,Yes,35.38,4128.92,3,No,5,0,
C0608,Male,68,Finland,76,Month-to-month,Electronic invoice,Fiber,Yes,No,85.35,6474.93,0,Yes,4,1,Moving
C0609,Female,76,Sweden,112,Two year,Electronic invoice,DSL,Yes,Yes,50.91,5713.96,0,No,5,0,
C0610,Female,56,Sweden,86,Two year,Electronic invoice,Fiber,Yes,No,96.48,8298.66,1,No,4,0,
C0611,Male,72,Norway,72,Month-to-month,Electronic invoice,DSL,No,Yes,62.31,4507.68,4,Yes,4,0,
C0612,Female,58,Denmark,80,One year,Bank transfer,Mobile,Yes,No,15.0,1190.83,1,Yes,5,0,
C0613,Female,56,Norway,65,One year,Direct debit,DSL,Yes,No,35.8,2337.21,1,Yes,5,0,
C0614,Male,30,Norway,18,Month-to-month,Bank transfer,Fiber,No,Yes,89.76,1621.92,6,Yes,3,1,Other
C0615,Female,28,Finland,82,Month-to-month,Direct debit,DSL,Yes,Yes,65.48,5374.58,0,Yes,5,1,Other
C0616,Female,63,Sweden,119,Two year,Bank transfer,Mobile,Yes,No,42.85,5086.83,0,Yes,5,1,Moving
C0617,Male,36,Finland,6,Month-to-month,Direct debit,Fiber,Yes,No,67.01,425.77,2,Yes,4,0,
C0618,Male,28,Finland,117,Two year,Bank transfer,None,Yes,No,46.14,5390.22,2,Yes,5,0,
C0619,Female,30,Norway,62,Two year,Credit card,DSL,Yes,Yes,57.62,3564.16,2,Yes,4,0,
C0620,Female,80,Finland,41,One year,Direct debit,DSL,No,Yes,37.78,1534.58,0,Yes,5,0,
C0621,Male,63,Finland,41,Month-to-month,Credit card,DSL,Yes,No,29.39,1191.79,0,No,5,1,Moving
C0622,Male,62,Finland,58,Month-to-month,Credit card,Mobile,Yes,No,27.38,1583.25,0,Yes,5,0,
C0623,Male,18,Germany,19,Month-to-month,Credit card,Mobile,Yes,No,18.82,366.57,1,No,5,0,
C0624,Female,57,Germany,72,Two year,Bank transfer,DSL,Yes,Yes,38.95,2820.07,1,No,5,0,
C0625,Female,61,Norway,16,Month-to-month,Credit card,DSL,Yes,Yes,27.77,446.89,0,Yes,5,1,Competitor
C0626,Male,36,Germany,26,Two year,Electronic invoice,Mobile,Yes,Yes,54.83,1453.91,3,Yes,4,1,Competitor
C0627,Male,29,Denmark,46,One year,Bank transfer,DSL,Yes,No,31.56,1454.11,0,Yes,5,0,
C0628,Female,25,Norway,1,Month-to-month,Bank transfer,DSL,Yes,Yes,38.02,2.11,1,No,4,0,
C0629,Male,25,Finland,62,Month-to-month,Bank transfer,DSL,Yes,No,28.25,1728.41,0,No,5,1,Competitor
C0630,Male,78,Denmark,61,Month-to-month,Direct debit,DSL,Yes,No,39.02,2394.22,2,Yes,4,0,
C0631,Female,70,Denmark,99,Month-to-month,Direct debit,DSL,Yes,Yes,49.19,4863.3,1,No,5,0,
C0632,Female,62,Norway,18,Month-to-month,Direct debit,DSL,Yes,Yes,39.13,696.47,2,Yes,4,0,
C0633,Female,29,Denmark,16,Two year,Direct debit,Fiber,Yes,No,64.42,1011.43,2,Yes,4,0,
C0634,Female,78,Sweden,68,Two year,Electronic invoice,Mobile,Yes,Yes,55.44,3761.91,3,No,4,0,
C0635,Male,65,Denmark,38,Month-to-month,Electronic invoice,Fiber,Yes,Yes,63.2,2393.89,1,No,4,0,
C0636,Male,50,Germany,81,Month-to-month,Direct debit,Mobile,Yes,Yes,47.64,3868.65,2,Yes,4,1,Other
C0637,Female,62,Sweden,116,Month-to-month,Credit card,DSL,Yes,No,40.09,4645.55,2,No,5,0,
C0638,Male,43,Denmark,117,One year,Direct debit,Fiber,Yes,No,62.89,7383.66,3,Yes,4,0,
C0639,Male,56,Sweden,70,One year,Bank transfer,Fiber,Yes,No,61.95,4323.4,3,No,4,0,
C0640,Male,45,Norway,80,One year,Direct debit,Mobile,Yes,No,49.08,3930.49,2,Yes,4,0,
C0641,Male,75,Denmark,38,Month-to-month,Electronic invoice,DSL,Yes,No,45.95,1712.98,2,No,4,0,
C0642,Male,22,Finland,35,Month-to-month,Direct debit,Mobile,Yes,No,23.42,832.88,0,No,5,0,
C0643,Male,25,Norway,39,Month-to-month,Electronic invoice,DSL,No,No,57.07,2197.31,0,Yes,5,0,
C0644,Male,42,Finland,44,Month-to-month,Credit card,Fiber,Yes,No,54.28,2399.72,3,No,4,1,Moving
C0645,Male,44,Norway,3,Month-to-month,Credit card,None,Yes,Yes,45.07,98.4,0,Yes,5,1,Moving
C0646,Female,63,Sweden,101,Month-to-month,Credit card,Fiber,Yes,No,56.92,5728.25,1,Yes,5,1,Moving
C0647,Female,40,Denmark,24,One year,Electronic invoice,Fiber,Yes,No,67.8,1643.96,6,Yes,3,0,
C0648,Female,47,Finland,68,One year,Electronic invoice,Mobile,No,Yes,53.31,3656.37,3,Yes,4,0,
C0649,Female,62,Norway,29,Two year,Direct debit,Fiber,Yes,No,57.58,1615.49,3,Yes,4,0,
C0650,Female,64,Finland,75,Two year,Direct debit,DSL,Yes,Yes,44.1,3285.7,1,No,5,0,
C0651,Male,40,Germany,67,Two year,Direct debit,None,Yes,Yes,51.52,3488.43,2,No,4,1,Moving
C0652,Female,66,Germany,87,Month-to-month,Electronic invoice,DSL,Yes,No,56.85,4948.79,2,Yes,4,1,Competitor
C0653,Female,64,Germany,28,One year,Electronic invoice,Mobile,Yes,Yes,26.45,719.96,1,No,5,1,Competitor
C0654,Female,37,Denmark,72,Two year,Direct debit,DSL,Yes,No,52.12,3782.18,0,No,5,1,Moving
C0655,Male,35,Denmark,67,Month-to-month,Direct debit,Mobile,Yes,Yes,41.88,2817.67,0,No,5,0,
C0656,Male,35,Finland,50,One year,Credit card,Fiber,Yes,Yes,95.39,4771.7,4,No,3,0,
C0657,Male,19,Finland,23,Two year,Direct debit,None,Yes,No,40.22,886.72,2,Yes,4,0,
C0658,Male,21,Sweden,13,Month-to-month,Bank transfer,Fiber,Yes,No,45.18,629.26,2,No,4,1,Competitor
C0659,Female,47,Denmark,68,Month-to-month,Credit card,DSL,Yes,Yes,58.16,3960.13,0,Yes,5,0,
C0660,Female,50,Germany,17,Month-to-month,Electronic invoice,Fiber,Yes,No,84.71,1433.88,2,No,4,0,
C0661,Male,80,Finland,41,One year,Bank transfer,DSL,Yes,No,32.81,1374.44,2,No,4,0,
C0662,Other,53,Germany,56,Month-to-month,Electronic invoice,Mobile,No,Yes,44.19,2456.31,1,Yes,5,0,
C0663,Female,35,Norway,82,Two year,Credit card,Mobile,No,Yes,32.7,2659.53,3,No,4,0,
C0664,Male,54,Norway,11,One year,Bank transfer,Fiber,Yes,No,65.95,705.99,0,No,4,0,
C0665,Male,36,Finland,81,Month-to-month,Bank transfer,Mobile,Yes,No,45.89,3709.49,1,No,5,0,
C0666,Male,64,Finland,16,Two year,Credit card,DSL,No,Yes,34.85,558.14,0,Yes,5,0,
C0667,Male,45,Norway,29,One year,Bank transfer,Fiber,Yes,Yes,98.01,2855.09,4,No,3,1,Other
C0668,Male,57,Norway,87,Month-to-month,Credit card,Fiber,Yes,No,61.24,5302.86,1,No,5,1,Competitor
C0669,Male,37,Finland,74,Two year,Credit card,Fiber,Yes,Yes,107.14,7934.43,1,Yes,4,0,
C0670,Male,66,Norway,98,Two year,Credit card,DSL,Yes,No,27.89,2721.17,1,No,5,0,
C0671,Male,50,Germany,22,One year,Credit card,Mobile,Yes,No,17.18,375.8,1,No,5,0,
C0672,Female,29,Denmark,80,Two year,Direct debit,DSL,Yes,Yes,31.39,2535.38,2,No,5,0,
C0673,Male,75,Germany,0,Month-to-month,Credit card,Fiber,Yes,No,80.27,9.86,1,Yes,4,0,
C0674,Female,68,Sweden,78,Two year,Direct debit,DSL,Yes,No,37.51,2937.3,2,No,5,1,Other
C0675,Male,32,Finland,31,One year,Direct debit,Mobile,Yes,No,15.0,452.68,2,No,5,1,Other
C0676,Other,58,Denmark,8,One year,Bank transfer,DSL,Yes,No,54.99,478.43,1,No,4,0,
C0677,Male,56,Sweden,14,Two year,Electronic invoice,Fiber,Yes,No,79.04,1120.0,1,Yes,4,0,
C0678,Male,19,Finland,27,Two year,Direct debit,DSL,Yes,No,52.26,1402.52,0,Yes,5,0,
C0679,Other,80,Finland,23,Month-to-month,Direct debit,Mobile,No,No,29.73,706.61,2,Yes,4,0,
C0680,Female,46,Sweden,59,One year,Credit card,Fiber,No,No,73.48,4346.7,0,No,5,0,
C0681,Female,58,Finland,34,One year,Direct debit,Mobile,No,No,40.73,1359.56,1,Yes,5,0,
C0682,Male,27,Finland,85,Month-to-month,Electronic invoice,DSL,Yes,Yes,45.99,3913.15,1,Yes,5,1,Moving
C0683,Male,19,Finland,26,Two year,Bank transfer,Mobile,Yes,Yes,32.7,830.84,1,No,5,1,Moving
C0684,Female,68,Finland,82,Month-to-month,Credit card,DSL,Yes,Yes,41.15,3333.5,4,Yes,4,0,
C0685,Female,28,Norway,108,Month-to-month,Bank transfer,DSL,Yes,No,58.9,6352.55,0,No,5,0,
C0686,Female,30,Norway,75,Two year,Direct debit,Fiber,Yes,No,39.84,3010.68,1,Yes,5,0,
C0687,Female,27,Norway,19,Month-to-month,Bank transfer,DSL,Yes,No,49.04,961.25,3,No,4,1,Competitor
C0688,Male,31,Finland,64,Month-to-month,Direct debit,DSL,Yes,Yes,49.39,3150.75,4,Yes,4,0,
C0689,Female,35,Finland,84,One year,Credit card,Mobile,Yes,No,41.29,3462.65,0,Yes,5,0,
C0690,Male,68,Norway,48,Two year,Electronic invoice,None,Yes,Yes,59.97,2906.48,0,Yes,5,0,
C0691,Male,71,Norway,108,Month-to-month,Credit card,Mobile,Yes,No,33.09,3587.13,0,No,5,0,
C0692,Male,26,Sweden,0,One year,Credit card,DSL,Yes,Yes,46.16,9.79,4,Yes,4,0,
C0693,Female,74,Sweden,9,One year,Direct debit,DSL,Yes,No,50.17,454.32,1,Yes,4,0,
C0694,Male,56,Germany,46,One year,Credit card,Fiber,No,No,48.49,2245.04,1,No,5,0,
C0695,Male,45,Finland,58,One year,Credit card,DSL,Yes,No,51.51,2986.98,1,Yes,5,0,
C0696,Female,20,Sweden,95,Two year,Credit card,Mobile,Yes,No,41.78,3999.69,2,No,5,0,
C0697,Male,37,Norway,61,Month-to-month,Bank transfer,DSL,Yes,No,43.11,2627.32,1,No,5,0,
C0698,Female,23,Sweden,102,Month-to-month,Electronic invoice,None,No,Yes,49.37,5033.03,2,Yes,5,1,Moving
C0699,Male,44,Finland,85,One year,Electronic invoice,Fiber,Yes,No,62.04,5232.29,1,No,5,0,
C0700,Female,70,Sweden,17,Two year,Bank transfer,Mobile,Yes,No,47.91,835.63,1,Yes,4,0,
C0701,Female,19,Denmark,111,Month-to-month,Credit card,DSL,No,No,23.65,2605.9,0,Yes,5,1,Other
C0702,Male,46,Finland,45,Two year,Bank transfer,Mobile,Yes,No,48.98,2156.7,0,Yes,5,0,
C0703,Male,55,Finland,31,Two year,Direct debit,DSL,Yes,No,59.15,1830.07,0,No,5,0,
C0704,Male,20,Finland,26,Month-to-month,Bank transfer,Fiber,Yes,No,60.1,1555.83,1,Yes,4,1,Other
C0705,Male,33,Denmark,91,Month-to-month,Credit card,Mobile,Yes,No,24.07,2199.37,3,Yes,5,1,Competitor
C0706,Other,47,Finland,17,Month-to-month,Credit card,DSL,Yes,No,36.51,633.65,2,No,4,1,Other
C0707,Male,57,Germany,38,One year,Direct debit,Fiber,Yes,No,71.23,2690.19,1,Yes,4,1,Moving
C0708,Female,19,Sweden,48,Month-to-month,Bank transfer,Fiber,Yes,No,70.7,3448.0,2,No,4,1,Competitor
C0709,Male,34,Germany,92,One year,Electronic invoice,Fiber,Yes,No,49.34,4535.25,1,Yes,5,0,
C0710,Female,58,Germany,81,One year,Bank transfer,Fiber,Yes,No,68.16,5487.2,2,Yes,4,1,Competitor
C0711,Female,79,Sweden,43,One year,Credit card,Fiber,Yes,Yes,47.09,2056.53,2,No,4,0,
C0712,Female,29,Finland,71,Month-to-month,Bank transfer,Fiber,Yes,Yes,56.78,4045.95,1,Yes,5,1,Competitor
C0713,Male,52,Finland,53,One year,Bank transfer,Fiber,Yes,Yes,64.25,3413.43,2,No,4,0,
C0714,Male,60,Finland,94,Two year,Credit card,Fiber,Yes,No,78.61,7380.63,1,No,4,1,Moving
C0715,Male,18,Denmark,33,Two year,Credit card,DSL,Yes,No,26.51,875.75,2,Yes,5,0,
C0716,Female,72,Finland,70,Two year,Credit card,Mobile,Yes,No,34.21,2351.33,1,Yes,5,0,
C0717,Female,62,Finland,35,One year,Credit card,Mobile,Yes,No,53.27,1859.03,1,Yes,4,0,
C0718,Other,32,Sweden,17,Month-to-month,Bank transfer,Fiber,Yes,Yes,69.27,1226.73,1,No,4,1,Other
C0719,Male,43,Germany,37,One year,Electronic invoice,Fiber,No,No,83.84,3082.99,1,Yes,4,0,
C0720,Female,54,Finland,58,Month-to-month,Bank transfer,Fiber,Yes,No,35.75,2077.04,1,Yes,5,0,
C0721,Female,38,Finland,8,Month-to-month,Direct debit,Mobile,Yes,No,32.07,222.86,0,No,5,0,
C0722,Male,79,Finland,72,Two year,Bank transfer,Fiber,Yes,Yes,43.87,3148.23,0,Yes,5,0,
C0723,Male,66,Germany,109,Month-to-month,Bank transfer,DSL,Yes,No,43.98,4768.52,4,Yes,4,1,Moving
C0724,Female,80,Norway,71,Month-to-month,Credit card,Fiber,Yes,Yes,56.75,4037.8,1,No,5,1,Competitor
C0725,Female,48,Finland,50,Two year,Bank transfer,DSL,Yes,No,31.49,1578.82,1,Yes,5,0,
C0726,Female,42,Finland,34,Month-to-month,Bank transfer,DSL,Yes,Yes,32.54,1080.3,0,Yes,5,1,Other
C0727,Male,40,Finland,81,Month-to-month,Credit card,Fiber,Yes,No,50.07,4057.44,2,Yes,4,1,Competitor
C0728,Female,41,Finland,4,Month-to-month,Direct debit,Fiber,Yes,Yes,64.47,260.36,1,No,4,0,
C0729,Male,74,Germany,13,One year,Bank transfer,Fiber,Yes,Yes,85.52,1115.26,2,Yes,4,1,Moving
C0730,Male,55,Denmark,91,Two year,Bank transfer,Fiber,Yes,No,34.32,3140.2,1,Yes,5,0,
C0731,Male,45,Sweden,29,One year,Credit card,Mobile,Yes,No,38.98,1161.72,0,Yes,5,1,Competitor
C0732,Female,38,Germany,3,Month-to-month,Direct debit,Fiber,Yes,No,55.22,153.38,2,No,4,0,
C0733,Female,71,Finland,38,Two year,Direct debit,Fiber,Yes,Yes,88.83,3369.41,4,Yes,3,0,
C0734,Female,60,Denmark,83,Two year,Credit card,DSL,Yes,Yes,67.65,5611.48,1,Yes,4,1,Moving
C0735,Male,35,Germany,63,Two year,Credit card,DSL,No,No,33.69,2096.43,1,Yes,5,0,
C0736,Female,53,Sweden,24,Two year,Bank transfer,Fiber,Yes,Yes,58.5,1383.84,2,Yes,4,0,
C0737,Male,52,Denmark,27,One year,Credit card,Fiber,Yes,Yes,64.05,1740.61,2,No,4,0,
